request_id,primary_port,vlan_id,device_id
2285,1,601,4
2286,1,-1,-1
2286,1,603,0
2287,1,-1,-1
2287,1,603,2
2288,0,612,1
2288,1,-1,-1
2288,1,612,1
2289,1,-1,-1
2289,1,603,3
2290,0,612,2
2290,1,-1,-1
2290,1,612,2
2291,0,612,4
2291,1,-1,-1
2291,1,612,4
2292,1,-1,-1
2292,1,603,4
2293,1,-1,-1
2293,1,604,2
2294,0,613,0
2294,1,-1,-1
2294,1,613,0
2295,0,614,1
2295,1,-1,-1
2295,1,614,1
2296,1,-1,-1
2296,1,604,3
2297,0,614,2
2297,1,-1,-1
2297,1,614,2
2298,1,-1,-1
2298,1,604,4
2299,1,-1,-1
2299,1,605,3
2300,0,615,0
2300,1,-1,-1
2300,1,615,0
2301,0,615,2
2301,1,-1,-1
2301,1,615,2
2302,0,616,0
2302,1,-1,-1
2302,1,616,0
2303,0,616,1
2303,1,-1,-1
2303,1,616,1
2304,1,-1,-1
2304,1,606,1
2305,0,617,1
2305,1,-1,-1
2305,1,617,1
2306,1,-1,-1
2306,1,606,3
2307,1,-1,-1
2307,1,607,0
2308,1,-1,-1
2308,1,607,3
2309,1,-1,-1
2309,1,607,4
2310,1,-1,-1
2310,1,608,3
2311,0,617,2
2311,1,-1,-1
2311,1,617,2
2312,0,617,4
2312,1,-1,-1
2312,1,617,4
2313,1,-1,-1
2313,1,609,0
2314,0,618,0
2314,1,-1,-1
2314,1,618,0
2315,1,-1,-1
2315,1,609,3
2316,1,-1,-1
2316,1,610,0
2317,0,618,1
2317,1,-1,-1
2317,1,618,1
2318,0,618,4
2318,1,-1,-1
2318,1,618,4
2319,1,-1,-1
2319,1,610,1
2320,1,-1,-1
2320,1,611,3
2321,0,619,1
2321,1,-1,-1
2321,1,619,1
2322,1,-1,-1
2322,1,611,4
2323,0,619,4
2323,1,-1,-1
2323,1,619,4
2324,0,620,1
2324,1,-1,-1
2324,1,620,1
2325,0,620,2
2325,1,-1,-1
2325,1,620,2
2326,0,620,4
2326,1,-1,-1
2326,1,620,4
2327,1,-1,-1
2327,1,613,3
2328,0,621,2
2328,1,-1,-1
2328,1,621,2
2329,0,621,4
2329,1,-1,-1
2329,1,621,4
2330,1,-1,-1
2330,1,614,3
2331,0,622,2
2331,1,-1,-1
2331,1,622,2
2332,1,-1,-1
2332,1,616,3
2333,1,-1,-1
2333,1,616,4
2334,1,-1,-1
2334,1,617,3
2335,0,623,2
2335,1,-1,-1
2335,1,623,2
2336,1,-1,-1
2336,1,618,3
2337,0,624,1
2337,1,-1,-1
2337,1,624,1
2338,0,624,4
2338,1,-1,-1
2338,1,624,4
2339,0,625,1
2339,1,-1,-1
2339,1,625,1
2340,1,-1,-1
2340,1,619,0
2341,1,-1,-1
2341,1,619,3
2342,0,625,2
2342,1,-1,-1
2342,1,625,2
2343,0,625,4
2343,1,-1,-1
2343,1,625,4
2344,1,-1,-1
2344,1,620,3
2345,1,-1,-1
2345,1,621,0
2346,1,-1,-1
2346,1,621,1
2347,1,-1,-1
2347,1,621,3
2348,0,626,2
2348,1,-1,-1
2348,1,626,2
2349,1,-1,-1
2349,1,622,1
2350,1,-1,-1
2350,1,622,3
2351,1,-1,-1
2351,1,622,4
2352,0,627,0
2352,1,-1,-1
2352,1,627,0
2353,1,-1,-1
2353,1,623,0
2354,1,-1,-1
2354,1,624,2
2355,1,-1,-1
2355,1,624,3
2356,0,627,1
2356,1,-1,-1
2356,1,627,1
2357,1,-1,-1
2357,1,625,3
2358,1,-1,-1
2358,1,626,0
2359,1,-1,-1
2359,1,626,3
2360,1,-1,-1
2360,1,627,2
2361,1,-1,-1
2361,1,627,3
2362,0,627,4
2362,1,-1,-1
2362,1,627,4
2363,1,-1,-1
2363,1,628,1
2364,0,628,2
2364,1,-1,-1
2364,1,628,2
2365,0,629,1
2365,1,-1,-1
2365,1,629,1
2366,1,-1,-1
2366,1,628,3
2367,1,-1,-1
2367,1,629,0
2368,1,-1,-1
2368,1,629,2
2369,0,630,0
2369,1,-1,-1
2369,1,630,0
2370,1,-1,-1
2370,1,629,3
2371,1,-1,-1
2371,1,629,4
2372,0,630,1
2372,1,-1,-1
2372,1,630,1
2373,1,-1,-1
2373,1,630,2
2374,1,-1,-1
2374,1,630,3
2375,0,631,1
2375,1,-1,-1
2375,1,631,1
2376,0,631,2
2376,1,-1,-1
2376,1,631,2
2377,0,632,0
2377,1,-1,-1
2377,1,632,0
2378,0,632,1
2378,1,-1,-1
2378,1,632,1
2379,1,-1,-1
2379,1,630,4
2380,1,-1,-1
2380,1,631,3
2381,1,-1,-1
2381,1,631,4
2382,0,632,2
2382,1,-1,-1
2382,1,632,2
2383,1,-1,-1
2383,1,632,4
2384,0,633,0
2384,1,-1,-1
2384,1,633,0
2385,0,633,2
2385,1,-1,-1
2385,1,633,2
2386,0,634,0
2386,1,-1,-1
2386,1,634,0
2387,1,-1,-1
2387,1,633,3
2388,1,-1,-1
2388,1,634,2
2389,1,-1,-1
2389,1,634,4
2390,0,635,0
2390,1,-1,-1
2390,1,635,0
2391,0,635,1
2391,1,-1,-1
2391,1,635,1
2392,1,-1,-1
2392,1,635,2
2393,0,636,0
2393,1,-1,-1
2393,1,636,0
2394,0,636,1
2394,1,-1,-1
2394,1,636,1
2395,1,-1,-1
2395,1,635,3
2396,0,637,0
2396,1,-1,-1
2396,1,637,0
2397,0,638,1
2397,1,-1,-1
2397,1,638,1
2398,0,638,2
2398,1,-1,-1
2398,1,638,2
2399,1,-1,-1
2399,1,636,3
2400,1,-1,-1
2400,1,637,2
2401,1,-1,-1
2401,1,637,3
2402,0,639,1
2402,1,-1,-1
2402,1,639,1
2403,0,639,4
2403,1,-1,-1
2403,1,639,4
2404,0,640,0
2404,1,-1,-1
2404,1,640,0
2405,0,640,1
2405,1,-1,-1
2405,1,640,1
2406,1,-1,-1
2406,1,638,3
2407,1,-1,-1
2407,1,639,2
2408,1,-1,-1
2408,1,640,3
2409,1,-1,-1
2409,1,641,1
2410,0,641,2
2410,1,-1,-1
2410,1,641,2
2411,0,641,4
2411,1,-1,-1
2411,1,641,4
2412,1,-1,-1
2412,1,641,3
2413,0,642,0
2413,1,-1,-1
2413,1,642,0
2414,1,-1,-1
2414,1,642,1
2415,0,643,1
2415,1,-1,-1
2415,1,643,1
2416,0,644,1
2416,1,-1,-1
2416,1,644,1
2417,1,-1,-1
2417,1,642,2
2418,1,-1,-1
2418,1,642,3
2419,0,645,0
2419,1,-1,-1
2419,1,645,0
2420,0,645,1
2420,1,-1,-1
2420,1,645,1
2421,0,645,2
2421,1,-1,-1
2421,1,645,2
2422,0,646,0
2422,1,-1,-1
2422,1,646,0
2423,0,646,1
2423,1,-1,-1
2423,1,646,1
2424,1,-1,-1
2424,1,643,2
2425,0,646,2
2425,1,-1,-1
2425,1,646,2
2426,1,-1,-1
2426,1,643,3
2427,1,-1,-1
2427,1,644,4
2428,1,-1,-1
2428,1,645,3
2429,0,647,1
2429,1,-1,-1
2429,1,647,1
2430,0,647,2
2430,1,-1,-1
2430,1,647,2
2431,1,-1,-1
2431,1,646,3
2432,0,648,0
2432,1,-1,-1
2432,1,648,0
2433,0,648,2
2433,1,-1,-1
2433,1,648,2
2434,1,-1,-1
2434,1,647,4
2435,0,649,1
2435,1,-1,-1
2435,1,649,1
2436,1,-1,-1
2436,1,648,3
2437,0,649,4
2437,1,-1,-1
2437,1,649,4
2438,0,650,2
2438,1,-1,-1
2438,1,650,2
2439,0,650,4
2439,1,-1,-1
2439,1,650,4
2440,0,651,0
2440,1,-1,-1
2440,1,651,0
2441,1,-1,-1
2441,1,649,0
2442,0,651,4
2442,1,-1,-1
2442,1,651,4
2443,1,-1,-1
2443,1,649,2
2444,1,-1,-1
2444,1,649,3
2445,0,652,1
2445,1,-1,-1
2445,1,652,1
2446,1,-1,-1
2446,1,650,0
2447,1,-1,-1
2447,1,650,3
2448,1,-1,-1
2448,1,651,1
2449,1,-1,-1
2449,1,651,2
2450,1,-1,-1
2450,1,651,3
2451,0,652,2
2451,1,-1,-1
2451,1,652,2
2452,1,-1,-1
2452,1,652,0
2453,0,653,1
2453,1,-1,-1
2453,1,653,1
2454,1,-1,-1
2454,1,653,0
2455,0,653,2
2455,1,-1,-1
2455,1,653,2
2456,0,653,4
2456,1,-1,-1
2456,1,653,4
2457,0,654,0
2457,1,-1,-1
2457,1,654,0
2458,0,654,1
2458,1,-1,-1
2458,1,654,1
2459,0,654,2
2459,1,-1,-1
2459,1,654,2
2460,0,654,4
2460,1,-1,-1
2460,1,654,4
2461,0,655,1
2461,1,-1,-1
2461,1,655,1
2462,0,656,0
2462,1,-1,-1
2462,1,656,0
2463,0,656,2
2463,1,-1,-1
2463,1,656,2
2464,1,-1,-1
2464,1,653,3
2465,1,-1,-1
2465,1,654,3
2466,0,657,0
2466,1,-1,-1
2466,1,657,0
2467,0,657,1
2467,1,-1,-1
2467,1,657,1
2468,0,657,2
2468,1,-1,-1
2468,1,657,2
2469,1,-1,-1
2469,1,655,2
2470,1,-1,-1
2470,1,655,3
2471,1,-1,-1
2471,1,655,4
2472,1,-1,-1
2472,1,656,1
2473,1,-1,-1
2473,1,656,3
2474,0,658,1
2474,1,-1,-1
2474,1,658,1
2475,1,-1,-1
2475,1,656,4
2476,1,-1,-1
2476,1,657,3
2477,0,658,4
2477,1,-1,-1
2477,1,658,4
2478,0,659,0
2478,1,-1,-1
2478,1,659,0
2479,0,659,4
2479,1,-1,-1
2479,1,659,4
2480,1,-1,-1
2480,1,658,0
2481,1,-1,-1
2481,1,658,2
2482,0,660,0
2482,1,-1,-1
2482,1,660,0
2483,0,661,0
2483,1,-1,-1
2483,1,661,0
2484,1,-1,-1
2484,1,658,3
2485,1,-1,-1
2485,1,659,1
2486,0,661,2
2486,1,-1,-1
2486,1,661,2
2487,0,662,0
2487,1,-1,-1
2487,1,662,0
2488,1,-1,-1
2488,1,659,2
2489,1,-1,-1
2489,1,659,3
2490,0,662,1
2490,1,-1,-1
2490,1,662,1
2491,1,-1,-1
2491,1,660,1
2492,0,662,2
2492,1,-1,-1
2492,1,662,2
2493,1,-1,-1
2493,1,660,3
2494,0,662,4
2494,1,-1,-1
2494,1,662,4
2495,0,663,0
2495,1,-1,-1
2495,1,663,0
2496,1,-1,-1
2496,1,660,4
2497,1,-1,-1
2497,1,661,3
2498,1,-1,-1
2498,1,661,4
2499,1,-1,-1
2499,1,662,3
2500,1,-1,-1
2500,1,663,2
2501,1,-1,-1
2501,1,663,3
2502,1,-1,-1
2502,1,663,4
2503,0,664,1
2503,1,-1,-1
2503,1,664,1
2504,0,665,1
2504,1,-1,-1
2504,1,665,1
2505,1,-1,-1
2505,1,664,3
2506,0,665,2
2506,1,-1,-1
2506,1,665,2
2507,1,-1,-1
2507,1,664,4
2508,1,-1,-1
2508,1,665,3
2509,1,-1,-1
2509,1,665,4
2510,1,-1,-1
2510,1,666,0
2511,0,666,1
2511,1,-1,-1
2511,1,666,1
2512,1,-1,-1
2512,1,666,2
2513,0,667,0
2513,1,-1,-1
2513,1,667,0
2514,1,-1,-1
2514,1,666,3
2515,0,667,1
2515,1,-1,-1
2515,1,667,1
2516,1,-1,-1
2516,1,666,4
2517,0,667,2
2517,1,-1,-1
2517,1,667,2
2518,0,667,4
2518,1,-1,-1
2518,1,667,4
2519,0,668,0
2519,1,-1,-1
2519,1,668,0
2520,1,-1,-1
2520,1,667,3
2521,0,668,2
2521,1,-1,-1
2521,1,668,2
2522,1,-1,-1
2522,1,668,4
2523,0,669,1
2523,1,-1,-1
2523,1,669,1
2524,1,-1,-1
2524,1,669,2
2525,1,-1,-1
2525,1,669,3
2526,1,-1,-1
2526,1,669,4
2527,0,670,0
2527,1,-1,-1
2527,1,670,0
2528,0,670,2
2528,1,-1,-1
2528,1,670,2
2529,1,-1,-1
2529,1,670,1
2530,1,-1,-1
2530,1,670,3
2531,1,-1,-1
2531,1,670,4
2532,0,671,0
2532,1,-1,-1
2532,1,671,0
2533,1,-1,-1
2533,1,671,1
2534,0,671,2
2534,1,-1,-1
2534,1,671,2
2535,1,-1,-1
2535,1,671,4
2536,1,-1,-1
2536,1,672,0
2537,0,672,1
2537,1,-1,-1
2537,1,672,1
2538,1,-1,-1
2538,1,673,1
2539,0,674,0
2539,1,-1,-1
2539,1,674,0
2540,0,674,1
2540,1,-1,-1
2540,1,674,1
2541,0,674,4
2541,1,-1,-1
2541,1,674,4
2542,0,675,1
2542,1,-1,-1
2542,1,675,1
2543,1,-1,-1
2543,1,673,2
2544,0,676,2
2544,1,-1,-1
2544,1,676,2
2545,1,-1,-1
2545,1,673,3
2546,1,-1,-1
2546,1,673,4
2547,1,-1,-1
2547,1,674,3
2548,1,-1,-1
2548,1,675,0
2549,1,-1,-1
2549,1,675,2
2550,1,-1,-1
2550,1,675,3
2551,1,-1,-1
2551,1,675,4
2552,1,-1,-1
2552,1,676,3
2553,0,678,0
2553,1,-1,-1
2553,1,678,0
2554,1,-1,-1
2554,1,676,4
2555,0,678,1
2555,1,-1,-1
2555,1,678,1
2556,0,678,4
2556,1,-1,-1
2556,1,678,4
2557,0,679,2
2557,1,-1,-1
2557,1,679,2
2558,0,679,4
2558,1,-1,-1
2558,1,679,4
2559,1,-1,-1
2559,1,677,0
2560,1,-1,-1
2560,1,677,3
2561,0,680,0
2561,1,-1,-1
2561,1,680,0
2562,0,680,1
2562,1,-1,-1
2562,1,680,1
2563,0,681,0
2563,1,-1,-1
2563,1,681,0
2564,1,-1,-1
2564,1,677,4
2565,1,-1,-1
2565,1,678,3
2566,1,-1,-1
2566,1,679,0
2567,1,-1,-1
2567,1,679,1
2568,1,-1,-1
2568,1,679,3
2569,0,682,2
2569,1,-1,-1
2569,1,682,2
2570,1,-1,-1
2570,1,680,2
2571,0,682,4
2571,1,-1,-1
2571,1,682,4
2572,1,-1,-1
2572,1,680,3
2573,1,-1,-1
2573,1,681,3
2574,1,-1,-1
2574,1,681,4
2575,0,683,1
2575,1,-1,-1
2575,1,683,1
2576,1,-1,-1
2576,1,682,3
2577,1,-1,-1
2577,1,683,2
2578,0,683,4
2578,1,-1,-1
2578,1,683,4
2579,1,-1,-1
2579,1,683,3
2580,0,684,0
2580,1,-1,-1
2580,1,684,0
2581,0,685,0
2581,1,-1,-1
2581,1,685,0
2582,1,-1,-1
2582,1,684,1
2583,0,685,1
2583,1,-1,-1
2583,1,685,1
2584,0,687,0
2584,1,-1,-1
2584,1,687,0
2585,1,-1,-1
2585,1,684,4
2586,0,687,2
2586,1,-1,-1
2586,1,687,2
2587,1,-1,-1
2587,1,685,3
2588,1,-1,-1
2588,1,685,4
2589,0,687,4
2589,1,-1,-1
2589,1,687,4
2590,0,688,0
2590,1,-1,-1
2590,1,688,0
2591,1,-1,-1
2591,1,686,2
2592,0,688,2
2592,1,-1,-1
2592,1,688,2
2593,1,-1,-1
2593,1,687,1
2594,0,689,0
2594,1,-1,-1
2594,1,689,0
2595,1,-1,-1
2595,1,687,3
2596,0,689,1
2596,1,-1,-1
2596,1,689,1
2597,0,690,4
2597,1,-1,-1
2597,1,690,4
2598,1,-1,-1
2598,1,688,1
2599,0,691,0
2599,1,-1,-1
2599,1,691,0
2600,0,691,1
2600,1,-1,-1
2600,1,691,1
2601,1,-1,-1
2601,1,689,3
2602,0,692,0
2602,1,-1,-1
2602,1,692,0
2603,1,-1,-1
2603,1,689,4
2604,1,-1,-1
2604,1,690,0
2605,1,-1,-1
2605,1,690,3
2606,0,692,1
2606,1,-1,-1
2606,1,692,1
2607,1,-1,-1
2607,1,692,2
2608,0,692,4
2608,1,-1,-1
2608,1,692,4
2609,0,694,0
2609,1,-1,-1
2609,1,694,0
2610,1,-1,-1
2610,1,692,3
2611,0,694,1
2611,1,-1,-1
2611,1,694,1
2612,1,-1,-1
2612,1,693,0
2613,0,694,2
2613,1,-1,-1
2613,1,694,2
2614,0,694,4
2614,1,-1,-1
2614,1,694,4
2615,0,695,2
2615,1,-1,-1
2615,1,695,2
2616,0,696,1
2616,1,-1,-1
2616,1,696,1
2617,0,696,2
2617,1,-1,-1
2617,1,696,2
2618,1,-1,-1
2618,1,693,1
2619,0,696,4
2619,1,-1,-1
2619,1,696,4
2620,0,697,1
2620,1,-1,-1
2620,1,697,1
2621,0,697,4
2621,1,-1,-1
2621,1,697,4
2622,1,-1,-1
2622,1,693,3
2623,0,698,1
2623,1,-1,-1
2623,1,698,1
2624,0,698,2
2624,1,-1,-1
2624,1,698,2
2625,0,700,2
2625,1,-1,-1
2625,1,700,2
2626,1,-1,-1
2626,1,693,4
2627,1,-1,-1
2627,1,695,0
2628,1,-1,-1
2628,1,695,3
2629,1,-1,-1
2629,1,696,3
2630,1,-1,-1
2630,1,697,3
2631,1,-1,-1
2631,1,698,0
2632,0,701,0
2632,1,-1,-1
2632,1,701,0
2633,0,701,1
2633,1,-1,-1
2633,1,701,1
2634,0,701,2
2634,1,-1,-1
2634,1,701,2
2635,1,-1,-1
2635,1,698,3
2636,0,702,0
2636,1,-1,-1
2636,1,702,0
2637,0,703,0
2637,1,-1,-1
2637,1,703,0
2638,0,703,4
2638,1,-1,-1
2638,1,703,4
2639,0,704,1
2639,1,-1,-1
2639,1,704,1
2640,1,-1,-1
2640,1,698,4
2641,0,705,1
2641,1,-1,-1
2641,1,705,1
2642,0,706,4
2642,1,-1,-1
2642,1,706,4
2643,0,707,4
2643,1,-1,-1
2643,1,707,4
2644,0,708,0
2644,1,-1,-1
2644,1,708,0
2645,0,708,1
2645,1,-1,-1
2645,1,708,1
2646,0,708,2
2646,1,-1,-1
2646,1,708,2
2647,1,-1,-1
2647,1,699,4
2648,0,708,4
2648,1,-1,-1
2648,1,708,4
2649,1,-1,-1
2649,1,700,0
2650,1,-1,-1
2650,1,700,1
2651,0,709,0
2651,1,-1,-1
2651,1,709,0
2652,0,709,4
2652,1,-1,-1
2652,1,709,4
2653,0,710,0
2653,1,-1,-1
2653,1,710,0
2654,1,-1,-1
2654,1,700,3
2655,1,-1,-1
2655,1,701,4
2656,0,710,1
2656,1,-1,-1
2656,1,710,1
2657,0,711,1
2657,1,-1,-1
2657,1,711,1
2658,0,711,2
2658,1,-1,-1
2658,1,711,2
2659,1,-1,-1
2659,1,703,1
2660,1,-1,-1
2660,1,703,3
2661,1,-1,-1
2661,1,704,3
2662,1,-1,-1
2662,1,705,2
2663,1,-1,-1
2663,1,705,3
2664,1,-1,-1
2664,1,705,4
2665,0,712,0
2665,1,-1,-1
2665,1,712,0
2666,0,712,2
2666,1,-1,-1
2666,1,712,2
2667,1,-1,-1
2667,1,706,0
2668,1,-1,-1
2668,1,706,2
2669,1,-1,-1
2669,1,707,0
2670,0,712,4
2670,1,-1,-1
2670,1,712,4
2671,1,-1,-1
2671,1,707,1
2672,1,-1,-1
2672,1,707,2
2673,1,-1,-1
2673,1,707,3
2674,1,-1,-1
2674,1,708,3
2675,0,713,1
2675,1,-1,-1
2675,1,713,1
2676,1,-1,-1
2676,1,709,1
2677,0,713,4
2677,1,-1,-1
2677,1,713,4
2678,0,714,0
2678,1,-1,-1
2678,1,714,0
2679,0,714,1
2679,1,-1,-1
2679,1,714,1
2680,1,-1,-1
2680,1,709,2
2681,0,714,2
2681,1,-1,-1
2681,1,714,2
2682,0,715,1
2682,1,-1,-1
2682,1,715,1
2683,0,716,0
2683,1,-1,-1
2683,1,716,0
2684,0,716,2
2684,1,-1,-1
2684,1,716,2
2685,1,-1,-1
2685,1,709,3
2686,1,-1,-1
2686,1,710,2
2687,0,716,4
2687,1,-1,-1
2687,1,716,4
2688,1,-1,-1
2688,1,711,3
2689,0,717,2
2689,1,-1,-1
2689,1,717,2
2690,0,717,4
2690,1,-1,-1
2690,1,717,4
2691,1,-1,-1
2691,1,711,4
2692,1,-1,-1
2692,1,712,1
2693,0,718,0
2693,1,-1,-1
2693,1,718,0
2694,0,718,1
2694,1,-1,-1
2694,1,718,1
2695,0,718,4
2695,1,-1,-1
2695,1,718,4
2696,0,719,1
2696,1,-1,-1
2696,1,719,1
2697,0,719,2
2697,1,-1,-1
2697,1,719,2
2698,0,720,0
2698,1,-1,-1
2698,1,720,0
2699,1,-1,-1
2699,1,712,3
2700,0,720,4
2700,1,-1,-1
2700,1,720,4
2701,0,721,1
2701,1,-1,-1
2701,1,721,1
2702,1,-1,-1
2702,1,713,2
2703,0,721,4
2703,1,-1,-1
2703,1,721,4
2704,1,-1,-1
2704,1,713,3
2705,1,-1,-1
2705,1,714,4
2706,0,722,1
2706,1,-1,-1
2706,1,722,1
2707,0,723,1
2707,1,-1,-1
2707,1,723,1
2708,0,724,1
2708,1,-1,-1
2708,1,724,1
2709,1,-1,-1
2709,1,715,2
2710,1,-1,-1
2710,1,717,3
2711,0,724,4
2711,1,-1,-1
2711,1,724,4
2712,0,725,2
2712,1,-1,-1
2712,1,725,2
2713,1,-1,-1
2713,1,718,3
2714,1,-1,-1
2714,1,719,0
2715,0,725,4
2715,1,-1,-1
2715,1,725,4
2716,1,-1,-1
2716,1,719,3
2717,1,-1,-1
2717,1,719,4
2718,1,-1,-1
2718,1,720,2
2719,0,726,2
2719,1,-1,-1
2719,1,726,2
2720,0,726,4
2720,1,-1,-1
2720,1,726,4
2721,1,-1,-1
2721,1,720,3
2722,1,-1,-1
2722,1,721,0
2723,0,727,0
2723,1,-1,-1
2723,1,727,0
2724,0,727,1
2724,1,-1,-1
2724,1,727,1
2725,1,-1,-1
2725,1,721,2
2726,1,-1,-1
2726,1,722,2
2727,1,-1,-1
2727,1,722,3
2728,1,-1,-1
2728,1,723,0
2729,0,727,2
2729,1,-1,-1
2729,1,727,2
2730,0,727,4
2730,1,-1,-1
2730,1,727,4
2731,0,728,4
2731,1,-1,-1
2731,1,728,4
2732,0,729,0
2732,1,-1,-1
2732,1,729,0
2733,1,-1,-1
2733,1,723,3
2734,1,-1,-1
2734,1,724,0
2735,1,-1,-1
2735,1,724,2
2736,1,-1,-1
2736,1,725,0
2737,0,729,4
2737,1,-1,-1
2737,1,729,4
2738,1,-1,-1
2738,1,725,3
2739,1,-1,-1
2739,1,726,1
2740,0,730,2
2740,1,-1,-1
2740,1,730,2
2741,1,-1,-1
2741,1,726,3
2742,1,-1,-1
2742,1,728,0
2743,1,-1,-1
2743,1,728,3
2744,1,-1,-1
2744,1,729,1
2745,0,730,4
2745,1,-1,-1
2745,1,730,4
2746,0,731,2
2746,1,-1,-1
2746,1,731,2
2747,0,731,4
2747,1,-1,-1
2747,1,731,4
2748,1,-1,-1
2748,1,730,0
2749,1,-1,-1
2749,1,730,1
2750,1,-1,-1
2750,1,730,3
2751,0,732,1
2751,1,-1,-1
2751,1,732,1
2752,0,732,2
2752,1,-1,-1
2752,1,732,2
2753,1,-1,-1
2753,1,732,0
2754,1,-1,-1
2754,1,732,4
2755,1,-1,-1
2755,1,733,0
2756,0,733,1
2756,1,-1,-1
2756,1,733,1
2757,0,733,2
2757,1,-1,-1
2757,1,733,2
2758,1,-1,-1
2758,1,733,3
2759,1,-1,-1
2759,1,733,4
2760,0,734,1
2760,1,-1,-1
2760,1,734,1
2761,1,-1,-1
2761,1,734,0
2762,0,735,0
2762,1,-1,-1
2762,1,735,0
2763,1,-1,-1
2763,1,734,3
2764,1,-1,-1
2764,1,735,1
2765,1,-1,-1
2765,1,735,2
2766,0,736,2
2766,1,-1,-1
2766,1,736,2
2767,0,737,0
2767,1,-1,-1
2767,1,737,0
2768,0,738,0
2768,1,-1,-1
2768,1,738,0
2769,0,738,1
2769,1,-1,-1
2769,1,738,1
2770,0,738,4
2770,1,-1,-1
2770,1,738,4
2771,1,-1,-1
2771,1,735,3
2772,1,-1,-1
2772,1,736,1
2773,1,-1,-1
2773,1,736,3
2774,1,-1,-1
2774,1,736,4
2775,1,-1,-1
2775,1,737,1
2776,1,-1,-1
2776,1,737,2
2777,1,-1,-1
2777,1,737,3
2778,1,-1,-1
2778,1,738,3
2779,1,-1,-1
2779,1,739,0
2780,0,739,2
2780,1,-1,-1
2780,1,739,2
2781,0,739,4
2781,1,-1,-1
2781,1,739,4
2782,0,740,0
2782,1,-1,-1
2782,1,740,0
2783,0,740,4
2783,1,-1,-1
2783,1,740,4
2784,1,-1,-1
2784,1,739,1
2785,1,-1,-1
2785,1,739,3
2786,0,741,0
2786,1,-1,-1
2786,1,741,0
2787,1,-1,-1
2787,1,740,1
2788,1,-1,-1
2788,1,740,2
2789,0,741,2
2789,1,-1,-1
2789,1,741,2
2790,0,742,1
2790,1,-1,-1
2790,1,742,1
2791,1,-1,-1
2791,1,740,3
2792,0,742,2
2792,1,-1,-1
2792,1,742,2
2793,0,742,4
2793,1,-1,-1
2793,1,742,4
2794,1,-1,-1
2794,1,741,1
2795,1,-1,-1
2795,1,741,3
2796,1,-1,-1
2796,1,742,0
2797,1,-1,-1
2797,1,743,0
2798,0,743,1
2798,1,-1,-1
2798,1,743,1
2799,1,-1,-1
2799,1,743,2
2800,0,744,1
2800,1,-1,-1
2800,1,744,1
2801,1,-1,-1
2801,1,743,3
2802,0,744,2
2802,1,-1,-1
2802,1,744,2
2803,1,-1,-1
2803,1,744,0
2804,0,744,4
2804,1,-1,-1
2804,1,744,4
2805,1,-1,-1
2805,1,744,3
2806,1,-1,-1
2806,1,745,0
2807,0,745,2
2807,1,-1,-1
2807,1,745,2
2808,1,-1,-1
2808,1,745,3
2809,1,-1,-1
2809,1,745,4
2810,0,746,1
2810,1,-1,-1
2810,1,746,1
2811,0,746,4
2811,1,-1,-1
2811,1,746,4
2812,0,747,1
2812,1,-1,-1
2812,1,747,1
2813,1,-1,-1
2813,1,746,2
2814,1,-1,-1
2814,1,747,2
2815,0,748,1
2815,1,-1,-1
2815,1,748,1
2816,0,748,2
2816,1,-1,-1
2816,1,748,2
2817,1,-1,-1
2817,1,747,4
2818,1,-1,-1
2818,1,748,0
2819,1,-1,-1
2819,1,749,0
2820,1,-1,-1
2820,1,749,1
2821,1,-1,-1
2821,1,749,2
2822,1,-1,-1
2822,1,749,3
2823,0,750,1
2823,1,-1,-1
2823,1,750,1
2824,1,-1,-1
2824,1,750,2
2825,0,750,4
2825,1,-1,-1
2825,1,750,4
2826,1,-1,-1
2826,1,751,0
2827,0,751,1
2827,1,-1,-1
2827,1,751,1
2828,0,751,2
2828,1,-1,-1
2828,1,751,2
2829,0,751,4
2829,1,-1,-1
2829,1,751,4
2830,0,752,0
2830,1,-1,-1
2830,1,752,0
2831,0,752,2
2831,1,-1,-1
2831,1,752,2
2832,1,-1,-1
2832,1,751,3
2833,1,-1,-1
2833,1,752,3
2834,1,-1,-1
2834,1,753,0
2835,1,-1,-1
2835,1,753,1
2836,1,-1,-1
2836,1,753,2
2837,1,-1,-1
2837,1,753,3
2838,1,-1,-1
2838,1,753,4
2839,0,754,2
2839,1,-1,-1
2839,1,754,2
2840,0,755,1
2840,1,-1,-1
2840,1,755,1
2841,1,-1,-1
2841,1,754,3
2842,1,-1,-1
2842,1,755,0
2843,1,-1,-1
2843,1,755,2
2844,0,756,1
2844,1,-1,-1
2844,1,756,1
2845,0,756,2
2845,1,-1,-1
2845,1,756,2
2846,0,756,4
2846,1,-1,-1
2846,1,756,4
2847,1,-1,-1
2847,1,755,3
2848,1,-1,-1
2848,1,755,4
2849,0,757,0
2849,1,-1,-1
2849,1,757,0
2850,0,757,1
2850,1,-1,-1
2850,1,757,1
2851,0,757,2
2851,1,-1,-1
2851,1,757,2
2852,1,-1,-1
2852,1,757,4
2853,0,758,0
2853,1,-1,-1
2853,1,758,0
2854,1,-1,-1
2854,1,758,1
2855,0,758,4
2855,1,-1,-1
2855,1,758,4
2856,0,759,2
2856,1,-1,-1
2856,1,759,2
2857,0,760,1
2857,1,-1,-1
2857,1,760,1
2858,0,760,2
2858,1,-1,-1
2858,1,760,2
